date,open,high,low,close,volume
2022-03-03,1812.08,1813.82,1806.94,1809.18,11884
2022-03-04,1807.32,1808.56,1806.32,1807.2,8570
2022-03-07,1817.16,1822.16,1808.12,1815.58,18628
2022-03-08,1803.11,1804.77,1801.11,1803.55,12900
2022-03-09,1809.46,1811.32,1806.76,1810.44,18087
2022-03-10,1820.45,1829.93,1805.14,1815.25,10676
2022-03-11,1811.72,1814.5,1801.8,1807.49,25347
2022-03-14,1812.64,1819.55,1806.39,1810.4,20495
2022-03-15,1803.44,1807.61,1800.19,1804.36,19256
2022-03-16,1798.04,1804.61,1792.66,1799.07,26515
2022-03-17,1826.3,1833.01,1821.71,1829.07,22456
2022-03-18,1820.76,1827.13,1814.77,1824.26,15780
2022-03-21,1824.67,1826.75,1813.92,1821.29,10567
2022-03-22,1816.67,1829.19,1807.82,1820.44,29623
2022-03-23,1803.66,1806.96,1801.79,1803.39,23932
2022-03-24,1821.16,1829.52,1814.93,1823.5,20581
2022-03-25,1851.31,1854.15,1849.21,1851.87,33143
2022-03-28,1861.17,1864.1,1852.86,1858.63,28906
2022-03-29,1864.02,1865.67,1861.45,1863.07,17833
2022-03-30,1883.92,1888.11,1874.87,1881.06,18349
2022-03-31,1880.89,1890.31,1874.27,1884.97,18161
2022-04-01,1895.92,1902.69,1887.62,1895.18,25200
2022-04-04,1898.61,1902.42,1893.7,1897.42,30285
2022-04-05,1906.34,1917.05,1895.93,1905.63,29094
2022-04-06,1891.47,1904.78,1884.28,1897.46,10873
2022-04-07,1912.98,1916.31,1902.76,1911.45,8782
2022-04-08,1926.41,1928.85,1923.81,1926.64,25719
2022-04-11,1895.93,1898.3,1882.89,1891.0,14440
2022-04-12,1890.95,1893.13,1882.84,1886.23,26849
2022-04-13,1910.05,1917.35,1907.12,1910.82,30980
2022-04-14,1907.96,1910.14,1898.48,1904.68,34465
2022-04-15,1912.46,1916.42,1908.83,1913.55,27158
2022-04-18,1897.19,1901.64,1892.48,1894.62,29170
2022-04-19,1916.42,1922.66,1911.2,1918.72,23606
2022-04-20,1928.07,1930.23,1923.75,1926.0,18908
2022-04-21,1931.25,1935.17,1926.29,1929.22,19553
2022-04-22,1915.3,1916.39,1911.86,1914.4,23884
2022-04-25,1948.42,1953.82,1944.89,1950.08,23456
2022-04-26,1951.93,1956.93,1947.93,1953.81,29260
2022-04-27,2006.74,2013.88,1998.09,2002.68,27891
2022-04-28,1994.65,2005.85,1991.67,1999.77,16490
2022-04-29,2014.5,2019.47,2009.1,2012.71,9500
2022-05-02,2035.78,2044.48,2026.0,2030.89,8396
2022-05-03,2050.35,2058.67,2039.88,2048.46,11231
2022-05-04,2059.74,2062.78,2052.96,2057.22,26566
2022-05-05,2056.35,2058.02,2051.5,2055.86,22177
2022-05-06,2083.1,2090.68,2078.43,2088.07,30654
2022-05-09,2080.68,2082.9,2078.43,2079.67,28393
2022-05-10,2063.18,2068.17,2054.76,2061.57,9205
2022-05-11,2083.24,2091.15,2077.73,2084.37,10271
2022-05-12,2081.49,2086.12,2075.22,2081.16,28598
2022-05-13,2089.43,2104.34,2082.73,2094.55,21029
2022-05-16,2087.03,2093.98,2081.62,2088.8,30957
2022-05-17,2074.22,2076.56,2068.43,2071.64,32768
2022-05-18,2087.39,2088.89,2084.2,2086.48,33041
2022-05-19,2083.28,2091.11,2079.28,2085.46,26981
2022-05-20,2115.01,2125.11,2101.93,2110.52,32389
2022-05-23,2090.67,2093.37,2086.52,2089.56,27775
2022-05-24,2116.39,2132.0,2110.39,2121.94,15782
2022-05-25,2090.42,2093.9,2087.37,2089.39,28988
2022-05-26,2054.6,2059.39,2048.8,2054.95,29429
2022-05-27,2063.4,2068.37,2060.31,2065.8,8998
2022-05-30,2075.78,2083.5,2062.51,2070.71,28890
2022-05-31,2073.03,2076.84,2069.79,2075.76,24791
2022-06-01,2065.77,2068.26,2062.64,2063.96,18836
2022-06-02,2018.85,2023.01,2014.54,2017.74,31040
2022-06-03,2013.17,2018.4,2004.06,2012.61,13065
2022-06-06,2029.24,2033.0,2018.25,2026.26,16001
2022-06-07,1991.77,1995.71,1988.56,1993.71,32713
2022-06-08,1974.63,1977.99,1971.08,1973.33,8477
2022-06-09,1971.33,1976.22,1957.11,1967.62,28303
2022-06-10,1938.29,1942.85,1932.61,1936.47,32544
2022-06-13,1942.84,1944.63,1936.8,1941.77,14517
2022-06-14,1945.47,1953.48,1940.91,1949.16,29383
2022-06-15,1967.82,1980.09,1964.71,1972.67,29995
2022-06-16,1985.54,1990.15,1983.42,1987.78,25628
2022-06-17,2006.34,2010.97,2003.11,2006.05,10781
2022-06-20,1989.33,1991.53,1985.23,1989.09,16439
2022-06-21,2007.54,2014.03,2002.56,2009.23,13589
2022-06-22,2009.28,2011.72,2006.9,2009.28,31294
2022-06-23,1983.56,1986.35,1977.0,1980.13,29075
2022-06-24,1939.19,1942.48,1931.52,1938.21,26447
2022-06-27,1918.37,1920.0,1915.62,1917.75,27212
2022-06-28,1923.17,1924.02,1921.05,1923.11,13084
2022-06-29,1937.7,1943.32,1930.73,1941.72,23935
2022-06-30,1977.56,1979.34,1971.17,1975.29,28869
2022-07-01,1958.54,1965.55,1953.0,1956.75,34585
2022-07-04,1966.87,1972.68,1964.7,1968.93,13841
2022-07-05,1974.99,1980.3,1970.36,1975.59,8513
2022-07-06,2006.35,2010.22,2004.5,2008.45,32030
2022-07-07,1990.81,1991.73,1987.15,1988.11,21696
2022-07-08,2017.99,2030.04,2012.74,2022.49,11426
2022-07-11,2004.17,2006.55,1998.23,2002.22,9364
2022-07-12,1968.58,1971.81,1967.32,1969.01,24084
2022-07-13,1956.83,1962.92,1948.56,1953.66,18696
2022-07-14,1947.96,1953.96,1938.28,1951.53,19320
2022-07-15,1960.0,1963.36,1951.64,1956.51,10539
2022-07-18,1960.51,1972.02,1949.88,1961.88,12817
2022-07-19,1944.46,1947.99,1936.46,1940.77,27804
2022-07-20,1966.69,1969.36,1954.79,1963.48,29139
2022-07-21,1951.08,1958.98,1947.7,1949.87,10696
2022-07-22,1988.98,1992.26,1982.71,1985.6,27421
2022-07-25,2043.43,2054.46,2038.6,2046.47,19046
2022-07-26,2063.92,2066.62,2058.98,2064.43,18640
2022-07-27,2028.0,2037.44,2016.67,2027.3,14577
2022-07-28,2015.9,2018.68,2012.4,2014.37,13015
2022-07-29,2017.1,2024.42,2014.97,2020.0,33901
2022-08-01,2017.08,2025.34,2011.44,2020.08,28649
2022-08-02,2000.25,2005.39,1991.86,1999.3,9939
2022-08-03,1956.27,1959.71,1948.72,1952.9,24652
2022-08-04,1942.88,1952.0,1937.72,1947.46,23774
2022-08-05,1953.77,1964.13,1950.91,1954.96,28853
2022-08-08,1949.18,1952.42,1947.16,1951.11,15142
2022-08-09,1964.3,1968.9,1959.29,1961.69,27176
2022-08-10,1971.35,1976.76,1966.65,1971.85,14609
2022-08-11,1959.15,1966.27,1955.04,1961.54,21246
2022-08-12,1962.08,1967.16,1960.74,1963.25,33710
2022-08-15,1974.45,1975.96,1969.96,1974.54,14835
2022-08-16,1989.43,1996.74,1986.48,1991.46,20555
2022-08-17,1940.2,1943.43,1927.97,1937.37,28023
2022-08-18,1918.09,1920.4,1913.87,1916.52,17244
2022-08-19,1922.99,1927.59,1922.04,1924.23,32942
2022-08-22,1901.33,1902.92,1898.2,1899.89,9675
2022-08-23,1897.1,1903.14,1893.57,1898.29,32890
2022-08-24,1886.69,1894.98,1883.98,1891.22,20765
2022-08-25,1907.45,1916.69,1896.64,1904.72,9086
2022-08-26,1917.29,1924.44,1912.26,1915.94,25819
2022-08-29,1942.98,1946.89,1934.25,1940.21,23169
2022-08-30,1953.57,1960.44,1950.97,1955.68,17243
2022-08-31,1958.77,1964.2,1954.7,1962.29,25698
2022-09-01,1991.01,1998.31,1986.51,1989.53,31237
2022-09-02,1983.0,1988.62,1981.47,1984.7,15655
2022-09-05,2000.01,2003.77,1990.1,1996.61,33728
2022-09-06,2021.63,2024.23,2010.57,2016.75,18791
2022-09-07,2012.22,2024.6,2008.3,2017.03,19986
2022-09-08,2034.49,2038.98,2027.47,2036.0,25069
2022-09-09,2051.62,2060.42,2038.0,2046.78,34411
2022-09-12,2097.82,2101.03,2091.92,2094.94,14486
2022-09-13,2100.64,2110.34,2098.28,2104.08,13909
2022-09-14,2100.01,2105.17,2094.82,2103.2,29532
2022-09-15,2080.7,2083.67,2077.05,2081.48,34962
2022-09-16,2137.29,2141.58,2127.15,2137.8,34482
2022-09-19,2138.58,2149.52,2134.58,2139.37,25913
2022-09-20,2130.6,2140.24,2122.15,2134.1,21520
2022-09-21,2161.73,2163.63,2156.92,2159.29,27651
2022-09-22,2171.38,2175.3,2168.13,2172.18,26151
2022-09-23,2152.98,2162.37,2148.66,2156.25,16681
2022-09-26,2151.94,2153.43,2148.78,2151.67,31734
2022-09-27,2131.01,2135.02,2130.17,2131.98,8014
2022-09-28,2125.89,2136.7,2116.39,2126.86,12536
2022-09-29,2119.3,2130.6,2114.83,2121.9,10504
2022-09-30,2125.2,2129.15,2119.96,2122.97,28257
2022-10-03,2112.95,2116.46,2108.9,2112.41,11210
2022-10-04,2133.98,2139.05,2129.47,2133.4,34740
2022-10-05,2142.03,2146.14,2131.57,2135.95,34341
2022-10-06,2126.92,2132.77,2121.77,2128.94,27837
2022-10-07,2167.09,2169.16,2164.39,2165.82,9335
2022-10-10,2142.27,2151.17,2137.88,2145.81,30318
2022-10-11,2152.06,2156.2,2150.8,2154.62,23230
2022-10-12,2128.3,2139.02,2120.32,2127.09,25449
2022-10-13,2146.17,2155.96,2141.8,2147.76,9606
2022-10-14,2130.0,2132.83,2127.56,2129.35,10677
2022-10-17,2125.14,2130.4,2119.58,2127.61,16650
2022-10-18,2129.09,2142.47,2126.55,2133.92,13545
2022-10-19,2106.32,2110.38,2102.9,2106.63,24728
2022-10-20,2132.58,2137.09,2128.79,2132.8,34910
2022-10-21,2122.41,2130.95,2116.32,2121.52,29767
2022-10-24,2124.11,2127.3,2121.1,2123.58,23788
2022-10-25,2152.76,2161.4,2146.42,2155.27,23911
2022-10-26,2159.84,2165.51,2150.11,2156.97,33185
2022-10-27,2185.83,2192.01,2182.1,2188.43,25786
2022-10-28,2186.13,2190.11,2184.56,2187.96,12483
2022-10-31,2184.35,2194.4,2171.81,2179.05,14950
2022-11-01,2192.52,2196.1,2189.1,2191.63,33529
2022-11-02,2193.67,2194.48,2189.51,2192.43,26371
2022-11-03,2148.21,2154.89,2144.48,2148.23,20575
2022-11-04,2149.19,2151.43,2142.48,2148.08,23257
2022-11-07,2100.84,2112.9,2097.96,2105.61,34066
2022-11-08,2087.49,2097.15,2080.14,2086.8,18110
2022-11-09,2085.32,2091.43,2075.59,2082.17,24394
2022-11-10,2057.61,2064.03,2048.21,2059.4,30618
2022-11-11,2059.04,2061.65,2049.97,2055.77,20519
2022-11-14,2053.21,2061.09,2049.94,2055.65,9082
2022-11-15,2053.28,2058.18,2050.76,2053.56,17291
2022-11-16,2057.14,2072.77,2048.56,2061.89,10179
2022-11-17,2044.46,2053.72,2037.65,2046.72,8969
2022-11-18,2058.56,2060.83,2044.25,2053.36,16147
2022-11-21,2026.7,2030.1,2024.11,2028.76,9615
2022-11-22,2021.56,2023.61,2011.39,2019.38,18725
2022-11-23,2038.98,2040.3,2031.93,2036.21,15723
2022-11-24,2049.64,2065.34,2046.39,2055.07,34349
2022-11-25,2058.08,2070.45,2051.85,2062.48,22674
2022-11-28,2009.21,2012.87,2005.72,2007.66,18431
2022-11-29,1993.02,1999.89,1985.19,1987.47,20043
2022-11-30,1995.84,1999.45,1991.25,1996.48,34344
2022-12-01,1970.83,1972.1,1968.57,1970.37,9326
2022-12-02,1979.48,1987.68,1970.14,1983.66,22504
2022-12-05,2028.49,2031.47,2022.06,2026.22,33618
2022-12-06,2051.13,2058.57,2041.61,2045.68,18214
2022-12-07,2070.87,2076.79,2063.71,2073.27,26167
2022-12-08,2089.01,2096.15,2080.89,2088.24,13073
2022-12-09,2084.8,2091.12,2080.92,2086.91,34860
2022-12-12,2091.01,2096.45,2082.41,2094.35,14155
2022-12-13,2124.47,2134.99,2116.02,2124.9,20840
2022-12-14,2113.57,2122.41,2110.1,2117.29,25224
2022-12-15,2126.91,2132.1,2116.61,2124.77,33935
2022-12-16,2124.58,2134.05,2121.46,2125.9,20412
2022-12-19,2143.96,2152.82,2141.28,2148.94,28176
2022-12-20,2119.06,2122.77,2114.84,2119.87,13337
2022-12-21,2128.95,2134.76,2123.64,2126.81,12729
2022-12-22,2128.69,2135.42,2127.12,2130.72,11436
2022-12-23,2114.1,2120.02,2099.86,2108.93,28195
2022-12-26,2094.99,2100.2,2092.42,2096.83,12761
2022-12-27,2095.81,2099.66,2093.11,2096.29,15365
2022-12-28,2060.35,2063.5,2053.64,2057.41,28605
2022-12-29,2013.99,2031.68,2003.89,2020.45,24564
2022-12-30,2042.56,2044.83,2039.47,2041.47,8426
2023-01-02,2048.3,2051.4,2040.96,2047.77,30588
2023-01-03,2022.12,2027.56,2009.4,2015.68,31568
2023-01-04,2015.76,2021.26,2010.28,2014.0,33347
2023-01-05,2024.6,2027.11,2017.69,2021.86,9564
2023-01-06,2012.51,2014.47,2005.78,2010.2,12737
2023-01-09,2014.47,2018.32,2004.27,2013.17,29990
2023-01-10,2017.62,2023.31,2010.91,2016.57,19677
2023-01-11,2016.67,2023.63,2006.09,2016.64,13753
2023-01-12,2025.95,2027.29,2021.01,2023.55,22010
2023-01-13,1992.37,1996.45,1988.68,1993.11,13098
2023-01-16,1972.13,1976.7,1962.52,1967.04,26640
2023-01-17,1974.12,1975.55,1968.84,1971.79,27705
2023-01-18,1945.0,1949.59,1940.79,1945.79,20523
2023-01-19,1939.85,1941.46,1934.06,1939.05,15401
2023-01-20,1947.97,1950.26,1946.36,1949.14,30860
2023-01-23,1944.92,1958.94,1936.31,1950.31,13695
2023-01-24,1980.79,1983.16,1977.39,1980.16,31420
2023-01-25,1975.81,1985.64,1966.86,1980.15,33339
2023-01-26,1972.34,1980.78,1969.52,1976.66,30153
2023-01-27,1951.85,1955.64,1943.21,1949.29,21642
2023-01-30,1942.35,1945.48,1938.51,1940.29,27886
2023-01-31,1941.49,1958.94,1936.03,1947.74,27489
2023-02-01,1945.76,1949.91,1939.4,1946.16,34638
2023-02-02,1957.46,1966.39,1947.32,1951.67,18335
2023-02-03,1945.47,1952.86,1944.18,1947.79,24371
2023-02-06,1917.98,1922.88,1913.66,1920.67,23215
2023-02-07,1913.01,1913.77,1908.73,1911.24,18703
2023-02-08,1903.27,1912.59,1896.82,1908.74,28143
2023-02-09,1900.75,1905.54,1896.87,1900.67,14230
2023-02-10,1906.16,1911.32,1896.95,1903.52,22353
2023-02-13,1924.58,1931.58,1919.06,1922.36,29917
2023-02-14,1906.47,1910.02,1900.45,1904.36,32891
2023-02-15,1921.28,1924.63,1920.08,1923.61,9925
2023-02-16,1903.93,1914.0,1898.36,1906.9,28909
2023-02-17,1901.49,1908.5,1898.48,1903.35,20079
2023-02-20,1888.23,1893.39,1885.88,1888.97,12145
2023-02-21,1905.98,1910.52,1897.51,1901.31,10099
2023-02-22,1884.15,1892.31,1877.35,1887.75,15965
2023-02-23,1918.15,1924.96,1912.12,1918.81,24835
2023-02-24,1908.59,1909.53,1906.41,1907.73,20064
2023-02-27,1896.13,1901.96,1884.16,1891.57,14400
2023-02-28,1864.96,1873.02,1860.6,1868.86,24732
2023-03-01,1846.71,1854.69,1838.36,1849.47,9939
2023-03-02,1863.65,1865.97,1859.33,1861.84,33979
2023-03-03,1834.47,1836.63,1832.57,1833.19,19662
2023-03-06,1827.44,1830.65,1825.59,1827.84,33409
2023-03-07,1822.05,1828.55,1818.38,1822.9,28510
2023-03-08,1822.58,1828.06,1818.7,1823.89,34968
2023-03-09,1831.61,1836.28,1821.78,1827.13,34825
2023-03-10,1788.17,1800.25,1783.65,1791.4,13504
2023-03-13,1800.51,1815.33,1796.06,1806.34,34596
2023-03-14,1785.52,1792.7,1781.79,1787.67,23140
2023-03-15,1812.71,1815.04,1807.92,1813.13,16928
2023-03-16,1789.62,1792.1,1787.57,1791.12,28502
2023-03-17,1780.91,1782.84,1775.33,1780.6,15425
2023-03-20,1774.63,1783.33,1769.39,1778.07,12195
2023-03-21,1802.33,1805.49,1793.77,1802.27,32112
2023-03-22,1797.82,1800.87,1793.62,1796.27,13475
2023-03-23,1780.5,1783.73,1776.09,1778.6,16107
2023-03-24,1791.07,1794.18,1787.12,1791.13,27208
2023-03-27,1777.31,1779.81,1768.39,1773.53,29884
2023-03-28,1754.26,1757.46,1751.84,1754.88,9148
2023-03-29,1748.84,1757.43,1745.78,1747.74,32993
2023-03-30,1762.95,1772.88,1748.89,1758.3,8325
2023-03-31,1749.22,1754.02,1740.88,1745.68,10110
2023-04-03,1738.99,1740.83,1730.31,1735.85,12146
2023-04-04,1706.08,1712.11,1700.06,1704.92,21765
2023-04-05,1718.14,1722.99,1715.05,1719.24,13928
2023-04-06,1702.4,1705.99,1691.41,1697.74,18211
2023-04-07,1675.07,1679.15,1673.87,1677.72,26709
2023-04-10,1664.7,1670.19,1662.54,1666.14,9923
2023-04-11,1643.1,1647.94,1630.33,1638.7,22041
2023-04-12,1633.6,1635.61,1632.54,1634.57,31897
2023-04-13,1623.8,1625.34,1622.09,1623.57,15738
2023-04-14,1618.61,1622.48,1615.38,1620.25,8865
2023-04-17,1591.14,1593.11,1589.03,1591.82,14703
2023-04-18,1592.51,1596.38,1589.56,1592.59,24024
2023-04-19,1579.06,1581.47,1576.96,1580.8,29136
2023-04-20,1584.08,1588.24,1578.08,1582.41,29264
2023-04-21,1576.45,1579.04,1570.5,1575.97,22768
2023-04-24,1573.78,1578.12,1568.31,1574.86,30751
2023-04-25,1583.12,1586.36,1581.12,1585.0,9396
2023-04-26,1573.82,1580.68,1571.64,1575.44,33112
2023-04-27,1573.28,1582.17,1568.95,1574.7,20102
2023-04-28,1566.23,1569.98,1561.48,1567.9,13035
2023-05-01,1576.24,1582.11,1572.75,1579.15,12895
2023-05-02,1587.7,1595.96,1582.77,1589.33,20595
2023-05-03,1596.92,1602.41,1594.27,1597.13,17251
2023-05-04,1637.28,1648.72,1631.81,1641.14,11530
2023-05-05,1633.7,1636.24,1627.39,1632.12,34805
2023-05-08,1627.63,1631.19,1626.09,1627.67,24553
2023-05-09,1623.24,1623.97,1621.35,1622.71,14486
2023-05-10,1602.36,1605.78,1600.97,1603.41,18399
2023-05-11,1607.28,1613.24,1604.94,1609.58,28429
2023-05-12,1600.64,1606.87,1596.35,1602.78,28896
2023-05-15,1617.01,1624.56,1613.33,1615.53,29772
2023-05-16,1636.36,1641.42,1629.72,1639.57,10518
2023-05-17,1632.36,1635.25,1628.3,1631.95,31135
2023-05-18,1638.57,1643.04,1633.36,1639.93,15160
2023-05-19,1643.68,1649.14,1637.05,1641.9,19501
2023-05-22,1641.94,1647.28,1638.66,1643.25,12098
2023-05-23,1662.3,1666.6,1656.39,1660.23,34183
2023-05-24,1658.17,1662.44,1652.39,1655.02,12589
2023-05-25,1648.69,1650.96,1646.44,1650.14,23224
2023-05-26,1665.57,1667.77,1664.22,1665.11,21830
2023-05-29,1646.8,1654.67,1639.75,1648.57,13021
2023-05-30,1639.49,1641.52,1634.08,1637.32,10812
2023-05-31,1648.09,1656.88,1638.54,1647.45,10369
2023-06-01,1639.46,1641.24,1633.53,1638.19,20216
2023-06-02,1639.47,1645.01,1635.68,1639.29,9813
2023-06-05,1644.65,1647.49,1642.25,1643.23,33645
2023-06-06,1637.19,1638.47,1633.71,1636.27,22503
2023-06-07,1636.31,1640.86,1633.6,1637.14,13317
2023-06-08,1626.35,1630.6,1618.74,1624.91,28840
2023-06-09,1621.01,1625.94,1613.81,1620.69,29429
2023-06-12,1634.1,1637.82,1629.43,1636.07,10505
2023-06-13,1637.78,1643.15,1628.6,1634.85,31472
2023-06-14,1620.0,1626.21,1612.2,1622.93,8983
2023-06-15,1626.37,1631.7,1624.36,1627.49,13078
2023-06-16,1612.87,1616.72,1603.15,1611.81,28633
2023-06-19,1598.66,1601.45,1593.34,1599.88,16305
2023-06-20,1590.34,1592.29,1587.57,1588.96,27696
2023-06-21,1552.22,1556.83,1548.57,1553.9,16765
2023-06-22,1564.47,1567.68,1557.81,1562.31,10126
2023-06-23,1573.24,1577.67,1572.42,1574.31,28630
2023-06-26,1559.28,1564.39,1556.57,1558.47,10167
2023-06-27,1584.54,1590.04,1578.96,1586.79,21445
2023-06-28,1588.41,1593.96,1584.84,1591.25,26623
2023-06-29,1569.51,1571.04,1565.19,1567.96,9866
2023-06-30,1582.52,1584.39,1579.98,1582.07,30559
2023-07-03,1568.09,1572.47,1565.72,1569.12,22803
2023-07-04,1564.96,1571.87,1559.52,1569.61,12053
2023-07-05,1571.86,1575.63,1567.26,1570.74,26500
2023-07-06,1566.0,1569.28,1563.24,1567.03,16826
2023-07-07,1574.31,1581.45,1566.81,1575.0,24257
2023-07-10,1552.46,1555.19,1549.01,1552.36,8232
2023-07-11,1562.24,1571.08,1558.53,1564.95,9940
2023-07-12,1561.45,1564.76,1559.5,1562.46,34763
2023-07-13,1570.89,1579.88,1565.33,1573.86,29391
2023-07-14,1543.2,1549.03,1537.38,1541.98,16030
2023-07-17,1526.29,1529.27,1524.28,1527.8,22510
2023-07-18,1522.71,1523.69,1520.28,1522.51,33149
2023-07-19,1546.25,1552.72,1539.84,1545.9,27593
2023-07-20,1547.77,1551.47,1538.81,1544.93,27395
2023-07-21,1534.62,1541.41,1528.26,1536.29,25937
2023-07-24,1547.94,1550.4,1545.98,1546.87,22564
2023-07-25,1547.0,1551.94,1539.95,1544.49,23800
2023-07-26,1537.04,1538.9,1531.87,1534.64,22512
2023-07-27,1530.25,1535.85,1526.67,1529.8,26334
2023-07-28,1506.6,1513.11,1502.21,1509.4,24023
2023-07-31,1475.31,1478.55,1473.1,1476.86,22033
2023-08-01,1494.51,1496.35,1491.72,1493.07,33491
2023-08-02,1511.55,1518.12,1505.68,1507.94,18350
2023-08-03,1484.27,1492.64,1476.44,1484.54,18857
2023-08-04,1495.79,1499.35,1491.52,1492.87,13717
2023-08-07,1485.28,1488.8,1477.11,1486.71,30387
2023-08-08,1477.02,1480.1,1473.73,1475.43,25342
2023-08-09,1448.92,1450.65,1446.56,1449.24,30589
2023-08-10,1438.26,1441.22,1435.27,1438.97,23209
2023-08-11,1429.38,1439.05,1423.79,1433.38,32367
2023-08-14,1440.35,1444.78,1431.09,1436.55,8445
2023-08-15,1437.04,1438.26,1435.3,1436.36,21762
2023-08-16,1435.0,1440.29,1429.66,1436.62,12669
2023-08-17,1468.35,1473.21,1465.82,1467.24,33650
2023-08-18,1472.95,1476.87,1466.79,1470.99,8836
2023-08-21,1476.13,1478.03,1471.62,1476.28,18693
2023-08-22,1488.91,1490.92,1486.37,1487.85,23054
2023-08-23,1464.77,1471.16,1462.78,1464.28,31192
2023-08-24,1439.87,1441.35,1438.62,1439.87,13254
2023-08-25,1430.47,1437.43,1426.82,1432.8,18864
2023-08-28,1445.35,1455.07,1437.55,1447.33,10395
2023-08-29,1456.17,1457.64,1451.15,1453.21,20332
2023-08-30,1482.32,1485.75,1478.29,1481.52,25983
2023-08-31,1450.76,1455.5,1444.34,1452.91,15320
2023-09-01,1469.09,1476.94,1461.34,1473.81,31691
2023-09-04,1462.07,1464.21,1459.1,1461.05,23130
2023-09-05,1472.28,1475.67,1467.23,1470.21,31969
2023-09-06,1456.75,1459.92,1453.87,1457.17,30219
2023-09-07,1457.99,1468.32,1451.39,1462.15,15858
2023-09-08,1469.13,1477.75,1462.92,1471.1,34813
2023-09-11,1457.19,1462.36,1454.04,1460.0,18649
2023-09-12,1480.62,1483.5,1475.79,1479.9,18640
2023-09-13,1478.2,1480.05,1475.95,1477.45,23520
2023-09-14,1470.67,1475.36,1466.12,1472.28,23713
2023-09-15,1498.14,1499.61,1492.79,1495.81,29615
2023-09-18,1491.01,1496.83,1486.62,1493.92,14447
2023-09-19,1477.54,1484.64,1475.95,1480.36,31644
2023-09-20,1498.93,1500.78,1496.1,1497.64,18619
2023-09-21,1498.86,1505.91,1493.73,1496.69,27158
2023-09-22,1490.71,1493.33,1487.7,1489.74,34243
2023-09-25,1506.0,1509.06,1503.55,1508.26,21585
2023-09-26,1504.09,1508.58,1497.96,1505.99,17592
2023-09-27,1498.59,1500.93,1497.2,1500.29,18623
2023-09-28,1511.67,1513.23,1507.59,1510.42,15345
2023-09-29,1536.4,1538.54,1528.14,1533.23,10513
2023-10-02,1547.15,1552.67,1545.39,1548.02,13569
2023-10-03,1567.62,1574.37,1561.01,1567.26,30609
2023-10-04,1590.74,1596.07,1581.52,1588.42,26202
2023-10-05,1598.99,1604.24,1595.52,1601.64,9956
2023-10-06,1603.41,1616.73,1601.12,1608.01,12368
2023-10-09,1608.71,1610.74,1605.64,1607.17,25512
2023-10-10,1622.66,1624.53,1620.26,1623.34,25220
2023-10-11,1616.15,1621.65,1613.03,1614.68,33243
2023-10-12,1600.54,1607.2,1592.65,1597.23,30858
2023-10-13,1581.02,1585.3,1575.69,1583.34,34952
